Event start date;Actor specified;Actor specified 1;Actor specified 2;Actor 1;Actor 2;Oblast number;Year
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Ukrainian Helsinki Group on Human Rights;Debate Academy;893;220;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Ukrainian Helsinki Group on Human Rights;Human Rights Group Postup;893;383;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Ukrainian Helsinki Group on Human Rights;Youth Alternative (M'ART);893;1041;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Ukrainian Helsinki Group on Human Rights;Crimea Human Rights Centre Action;893;211;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Debate Academy;Human Rights Group Postup;220;383;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Debate Academy;Youth Alternative (M'ART);220;1041;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Debate Academy;Crimea Human Rights Centre Action;220;211;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Human Rights Group Postup;Youth Alternative (M'ART);383;1041;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Human Rights Group Postup;Crimea Human Rights Centre Action;383;211;10;2012
01.07.2012;Amnesty International, UMDPL Association, Civic Freedoms Centre, FRI, Ukrainian Helsinki Group on Human Rights, Debate Academy, Human Rights Group Postup, Youth Alternative (M'ART), Crimea Human Rights Centre Action;Youth Alternative (M'ART);Crimea Human Rights Centre Action;1041;211;10;2012
01.07.2012;KUN, Brotherhood of UPA soldiers;KUN;Brotherhood of UPA soldiers;454;100;13;2012
02.07.2012;Young Prosvita, SUM, Democratic Alliance, MNK;Young Prosvita;SUM;1034;817;20;2012
02.07.2012;Young Prosvita, SUM, Democratic Alliance, MNK;Young Prosvita;Democratic Alliance;1034;222;20;2012
02.07.2012;Young Prosvita, SUM, Democratic Alliance, MNK;Young Prosvita;Youth nationalist congress (MNK);1034;1055;20;2012
02.07.2012;Young Prosvita, SUM, Democratic Alliance, MNK;SUM;Democratic Alliance;817;222;20;2012
02.07.2012;Young Prosvita, SUM, Democratic Alliance, MNK;SUM;Youth nationalist congress (MNK);817;1055;20;2012
02.07.2012;Young Prosvita, SUM, Democratic Alliance, MNK;Democratic Alliance;Youth nationalist congress (MNK);222;1055;20;2012
02.07.2012;Vidsich, Autonomous Resistance;Vidsich;Autonomous Resistance;986;72;13;2012
02.07.2012;Svoboda, Sokil;Svoboda;Sokil;823;768;14;2012
03.07.2012;Young Prosvita, SUM, BYT;Young Prosvita;SUM;1034;817;20;2012
03.07.2012;Young Prosvita, SUM, BYT;Young Prosvita;BYT;1034;103;20;2012
03.07.2012;Young Prosvita, SUM, BYT;SUM;BYT;817;103;20;2012
03.07.2012;Young Prosvita, SUM;Young Prosvita;SUM;1034;817;20;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;FoC;103;290;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Civic Position;103;162;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Svoboda;103;823;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;UDAR;103;873;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;European Party of Ukraine;103;265;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Civic Position;290;162;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Svoboda;290;823;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;UDAR;290;873;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;European Party of Ukraine;290;265;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;Svoboda;162;823;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;UDAR;162;873;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;European Party of Ukraine;162;265;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;UDAR;823;873;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;European Party of Ukraine;823;265;10;2012
03.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;UDAR;European Party of Ukraine;873;265;10;2012
03.07.2012;BYT, FoC, Civic Position;BYT;FoC;103;290;10;2012
03.07.2012;BYT, FoC, Civic Position;BYT;Civic Position;103;162;10;2012
03.07.2012;BYT, FoC, Civic Position;FoC;Civic Position;290;162;10;2012
03.07.2012;Svoboda, BYT, FoC, Civic Position;Svoboda;BYT;823;103;13;2012
03.07.2012;Svoboda, BYT, FoC, Civic Position;Svoboda;FoC;823;290;13;2012
03.07.2012;Svoboda, BYT, FoC, Civic Position;Svoboda;Civic Position;823;162;13;2012
03.07.2012;Svoboda, BYT, FoC, Civic Position;BYT;FoC;103;290;13;2012
03.07.2012;Svoboda, BYT, FoC, Civic Position;BYT;Civic Position;103;162;13;2012
03.07.2012;Svoboda, BYT, FoC, Civic Position;FoC;Civic Position;290;162;13;2012
03.07.2012;Youth, UDAR;Youth;UDAR;1037;873;7;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;UDAR;969;873;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;BYT;969;103;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;Svoboda;969;823;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;NRU;969;572;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UDAR;BYT;873;103;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UDAR;Svoboda;873;823;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UDAR;NRU;873;572;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;BYT;Svoboda;103;823;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;BYT;NRU;103;572;23;2012
04.07.2012;UNP, UDAR, BYT, Svoboda, NRU;Svoboda;NRU;823;572;23;2012
04.07.2012;BYT, FoC, UDAR, Svoboda;BYT;FoC;103;290;25;2012
04.07.2012;BYT, FoC, UDAR, Svoboda;BYT;UDAR;103;873;25;2012
04.07.2012;BYT, FoC, UDAR, Svoboda;BYT;Svoboda;103;823;25;2012
04.07.2012;BYT, FoC, UDAR, Svoboda;FoC;UDAR;290;873;25;2012
04.07.2012;BYT, FoC, UDAR, Svoboda;FoC;Svoboda;290;823;25;2012
04.07.2012;BYT, FoC, UDAR, Svoboda;UDAR;Svoboda;873;823;25;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;Prosvita;823;658;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;FoC;823;290;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;UDAR;823;873;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;Civic Position;823;162;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;NRU;823;572;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;Our Ukraine;823;604;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Svoboda;BYT;823;103;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Prosvita;FoC;658;290;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Prosvita;UDAR;658;873;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Prosvita;Civic Position;658;162;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Prosvita;NRU;658;572;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Prosvita;Our Ukraine;658;604;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Prosvita;BYT;658;103;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;FoC;UDAR;290;873;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;FoC;Civic Position;290;162;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;FoC;NRU;290;572;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;FoC;Our Ukraine;290;604;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;FoC;BYT;290;103;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;UDAR;Civic Position;873;162;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;UDAR;NRU;873;572;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;UDAR;Our Ukraine;873;604;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;UDAR;BYT;873;103;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Civic Position;NRU;162;572;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Civic Position;Our Ukraine;162;604;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Civic Position;BYT;162;103;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;NRU;Our Ukraine;572;604;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;NRU;BYT;572;103;5;2012
04.07.2012;Svoboda, Prosvita, FoC, UDAR, Civic Position, NRU, Our Ukraine, BYT;Our Ukraine;BYT;604;103;5;2012
04.07.2012;Svoboda, Our Ukraine, KUN, NRU;Svoboda;Our Ukraine;823;604;4;2012
04.07.2012;Svoboda, Our Ukraine, KUN, NRU;Svoboda;KUN;823;454;4;2012
04.07.2012;Svoboda, Our Ukraine, KUN, NRU;Svoboda;NRU;823;572;4;2012
04.07.2012;Svoboda, Our Ukraine, KUN, NRU;Our Ukraine;KUN;604;454;4;2012
04.07.2012;Svoboda, Our Ukraine, KUN, NRU;Our Ukraine;NRU;604;572;4;2012
04.07.2012;Svoboda, Our Ukraine, KUN, NRU;KUN;NRU;454;572;4;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Svoboda;Civic Position;823;162;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Svoboda;UDAR;823;873;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Svoboda;FoC;823;290;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Svoboda;Our Ukraine;823;604;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Civic Position;UDAR;162;873;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Civic Position;FoC;162;290;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;Civic Position;Our Ukraine;162;604;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;UDAR;FoC;873;290;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;UDAR;Our Ukraine;873;604;9;2012
04.07.2012;Svoboda, Civic Position, UDAR, FoC, Our Ukraine;FoC;Our Ukraine;290;604;9;2012
04.07.2012;Young Prosvita, SUM, BYT;Young Prosvita;SUM;1034;817;20;2012
04.07.2012;Young Prosvita, SUM, BYT;Young Prosvita;BYT;1034;103;20;2012
04.07.2012;Young Prosvita, SUM, BYT;SUM;BYT;817;103;20;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;FoC;103;290;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Civic Position;103;162;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Svoboda;103;823;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;UDAR;103;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;European Party of Ukraine;103;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Civic Position;290;162;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Svoboda;290;823;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;UDAR;290;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;European Party of Ukraine;290;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;Svoboda;162;823;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;UDAR;162;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;European Party of Ukraine;162;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;UDAR;823;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;European Party of Ukraine;823;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;UDAR;European Party of Ukraine;873;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;FoC;103;290;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Civic Position;103;162;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Svoboda;103;823;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;UDAR;103;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;European Party of Ukraine;103;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Civic Position;290;162;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Svoboda;290;823;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;UDAR;290;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;European Party of Ukraine;290;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;Svoboda;162;823;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;UDAR;162;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;European Party of Ukraine;162;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;UDAR;823;873;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;European Party of Ukraine;823;265;10;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;UDAR;European Party of Ukraine;873;265;10;2012
04.07.2012;BYT, FoC, Civic Position;BYT;FoC;103;290;22;2012
04.07.2012;BYT, FoC, Civic Position;BYT;Civic Position;103;162;22;2012
04.07.2012;BYT, FoC, Civic Position;FoC;Civic Position;290;162;22;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;Svoboda;UNP;823;969;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;Svoboda;UDAR;823;873;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;Svoboda;FoC;823;290;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;Svoboda;BYT;823;103;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;UNP;UDAR;969;873;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;UNP;FoC;969;290;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;UNP;BYT;969;103;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;UDAR;FoC;873;290;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;UDAR;BYT;873;103;11;2012
04.07.2012;Svoboda, UNP, UDAR, FoC, BYT;FoC;BYT;290;103;11;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;BYT;823;103;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;FoC;823;290;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;NRU;823;572;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;PRP (Reforms and Order);823;667;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;For Ukraine;823;310;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;People's self-defense (NS);823;627;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;Civic Position;823;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;UNP;823;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;URP;823;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;KUN;823;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Svoboda;Sobor party;823;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;FoC;103;290;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;NRU;103;572;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;PRP (Reforms and Order);103;667;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;For Ukraine;103;310;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;People's self-defense (NS);103;627;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;Civic Position;103;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;UNP;103;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;URP;103;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;KUN;103;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;BYT;Sobor party;103;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;NRU;290;572;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;PRP (Reforms and Order);290;667;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;For Ukraine;290;310;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;People's self-defense (NS);290;627;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;Civic Position;290;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;UNP;290;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;URP;290;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;KUN;290;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;FoC;Sobor party;290;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;PRP (Reforms and Order);572;667;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;For Ukraine;572;310;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;People's self-defense (NS);572;627;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;Civic Position;572;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;UNP;572;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;URP;572;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;KUN;572;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;NRU;Sobor party;572;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);For Ukraine;667;310;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);People's self-defense (NS);667;627;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);Civic Position;667;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);UNP;667;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);URP;667;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);KUN;667;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;PRP (Reforms and Order);Sobor party;667;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;For Ukraine;People's self-defense (NS);310;627;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;For Ukraine;Civic Position;310;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;For Ukraine;UNP;310;969;21;2012
